Type,Merk,kapasitas_mesin_cc,Bulan,PPnBM,jumlah_penjualan
Innova 2.0,Toyota,2000,2021-05-01,50,857
Innova 2.0,Toyota,2000,2021-06-01,50,1353
Innova 2.0,Toyota,2000,2021-07-01,50,601
Innova 2.0,Toyota,2000,2021-08-01,50,2016
Innova 2.0,Toyota,2000,2021-09-01,50,1268
Innova 2.0,Toyota,2000,2021-10-01,50,1016
Innova 2.0,Toyota,2000,2021-11-01,50,2055
Innova 2.0,Toyota,2000,2021-12-01,50,2137
Innova 2.0,Toyota,2000,2022-01-01,0,681
Innova 2.0,Toyota,2000,2022-02-01,0,1624
Innova 2.4,Toyota,2400,2020-01-01,0,2158
Innova 2.4,Toyota,2400,2020-02-01,0,2405
Innova 2.4,Toyota,2400,2020-03-01,0,2375
Innova 2.4,Toyota,2400,2020-04-01,0,178
Innova 2.4,Toyota,2400,2020-05-01,0,48
Innova 2.4,Toyota,2400,2020-06-01,0,120
Innova 2.4,Toyota,2400,2020-07-01,0,803
Innova 2.4,Toyota,2400,2020-08-01,0,2402
Innova 2.4,Toyota,2400,2020-09-01,0,919
Innova 2.4,Toyota,2400,2020-10-01,0,947
Innova 2.4,Toyota,2400,2020-11-01,0,1702
Innova 2.4,Toyota,2400,2020-12-01,0,1846
Innova 2.4,Toyota,2400,2021-01-01,0,1450
Innova 2.4,Toyota,2400,2021-02-01,0,1981
Innova 2.4,Toyota,2400,2021-03-01,0,1383
Innova 2.4,Toyota,2400,2021-04-01,50,4149
Innova 2.4,Toyota,2400,2021-05-01,50,1401
Innova 2.4,Toyota,2400,2021-06-01,50,2293
Innova 2.4,Toyota,2400,2021-07-01,50,1343
Innova 2.4,Toyota,2400,2021-08-01,50,2755
Innova 2.4,Toyota,2400,2021-09-01,50,2479
Innova 2.4,Toyota,2400,2021-10-01,50,2218
Innova 2.4,Toyota,2400,2021-11-01,50,3107
Innova 2.4,Toyota,2400,2021-12-01,50,3243
Innova 2.4,Toyota,2400,2022-01-01,0,2546
Innova 2.4,Toyota,2400,2022-02-01,0,2381
Fortuner 4x2,Toyota,2400,2020-01-01,0,213
Fortuner 4x2,Toyota,2400,2020-02-01,0,307
Fortuner 4x2,Toyota,2400,2020-03-01,0,279
Fortuner 4x2,Toyota,2400,2020-04-01,0,52
Fortuner 4x2,Toyota,2400,2020-05-01,0,5
Fortuner 4x2,Toyota,2400,2020-06-01,0,53
Fortuner 4x2,Toyota,2400,2020-07-01,0,538
Fortuner 4x2,Toyota,2400,2020-08-01,0,160
Fortuner 4x2,Toyota,2400,2020-09-01,0,79
Fortuner 4x2,Toyota,2400,2020-10-01,0,914
Fortuner 4x2,Toyota,2400,2020-11-01,0,1056
Fortuner 4x2,Toyota,2400,2020-12-01,0,1742
Fortuner 4x2,Toyota,2400,2021-01-01,0,848
Fortuner 4x2,Toyota,2400,2021-02-01,0,1580
Fortuner 4x2,Toyota,2400,2021-03-01,0,1029
Fortuner 4x2,Toyota,2400,2021-04-01,50,1035
Fortuner 4x2,Toyota,2400,2021-05-01,50,657
Fortuner 4x2,Toyota,2400,2021-06-01,50,2099
Fortuner 4x2,Toyota,2400,2021-07-01,50,2149
Fortuner 4x2,Toyota,2400,2021-08-01,50,2924
Fortuner 4x2,Toyota,2400,2021-09-01,50,2555
Fortuner 4x2,Toyota,2400,2021-10-01,50,1963
Fortuner 4x2,Toyota,2400,2021-11-01,50,3160
Fortuner 4x2,Toyota,2400,2021-12-01,50,3145
Fortuner 4x2,Toyota,2400,2022-01-01,0,1556
Fortuner 4x2,Toyota,2400,2022-02-01,0,164
Fortuner 4x4,Toyota,2400,2020-01-01,0,0
Fortuner 4x4,Toyota,2400,2020-02-01,0,0
Fortuner 4x4,Toyota,2400,2020-03-01,0,0
Fortuner 4x4,Toyota,2400,2020-04-01,0,0
Fortuner 4x4,Toyota,2400,2020-05-01,0,0
Fortuner 4x4,Toyota,2400,2020-06-01,0,0
Fortuner 4x4,Toyota,2400,2020-07-01,0,0
Fortuner 4x4,Toyota,2400,2020-08-01,0,0
Fortuner 4x4,Toyota,2400,2020-09-01,0,0
Fortuner 4x4,Toyota,2400,2020-10-01,0,62
Fortuner 4x4,Toyota,2400,2020-11-01,0,80
Fortuner 4x4,Toyota,2400,2020-12-01,0,155
Fortuner 4x4,Toyota,2400,2021-01-01,0,50
Fortuner 4x4,Toyota,2400,2021-02-01,0,52
Fortuner 4x4,Toyota,2400,2021-03-01,0,47
Fortuner 4x4,Toyota,2400,2021-04-01,50,35
Fortuner 4x4,Toyota,2400,2021-05-01,50,33
Fortuner 4x4,Toyota,2400,2021-06-01,50,50
Fortuner 4x4,Toyota,2400,2021-07-01,50,38
Fortuner 4x4,Toyota,2400,2021-08-01,50,14
Fortuner 4x4,Toyota,2400,2021-09-01,50,0
Fortuner 4x4,Toyota,2400,2021-10-01,50,0
Fortuner 4x4,Toyota,2400,2021-11-01,50,0
Fortuner 4x4,Toyota,2400,2021-12-01,50,0
Fortuner 4x4,Toyota,2400,2022-01-01,0,0
Fortuner 4x4,Toyota,2400,2022-02-01,0,0
CR-V,Honda,2000,2020-01-01,0,22
CR-V,Honda,2000,2020-02-01,0,29
CR-V,Honda,2000,2020-03-01,0,31
CR-V,Honda,2000,2020-04-01,0,1
CR-V,Honda,2000,2020-05-01,0,0
CR-V,Honda,2000,2020-06-01,0,2
CR-V,Honda,2000,2020-07-01,0,0
CR-V,Honda,2000,2020-08-01,0,0
CR-V,Honda,2000,2020-09-01,0,0
CR-V,Honda,2000,2020-10-01,0,114
CR-V,Honda,2000,2020-11-01,0,5
CR-V,Honda,2000,2020-12-01,0,1
CR-V,Honda,2000,2021-01-01,0,0
CR-V,Honda,2000,2021-02-01,0,37
CR-V,Honda,2000,2021-03-01,0,13
CR-V,Honda,2000,2021-04-01,50,0
CR-V,Honda,2000,2021-05-01,50,9
CR-V,Honda,2000,2021-06-01,50,51
CR-V,Honda,2000,2021-07-01,50,0
CR-V,Honda,2000,2021-08-01,50,9
CR-V,Honda,2000,2021-09-01,50,58
CR-V,Honda,2000,2021-10-01,50,59
CR-V,Honda,2000,2021-11-01,50,3
CR-V,Honda,2000,2021-12-01,50,61
CR-V,Honda,2000,2022-01-01,0,50
CR-V,Honda,2000,2022-02-01,0,4
CR-V,Honda,1500,2020-01-01,0,882
CR-V,Honda,1500,2020-02-01,0,916
CR-V,Honda,1500,2020-03-01,0,555
CR-V,Honda,1500,2020-04-01,0,38
CR-V,Honda,1500,2020-05-01,0,0
CR-V,Honda,1500,2020-06-01,0,53
CR-V,Honda,1500,2020-07-01,0,133
CR-V,Honda,1500,2020-08-01,0,140
CR-V,Honda,1500,2020-09-01,0,88
CR-V,Honda,1500,2020-10-01,0,545
CR-V,Honda,1500,2020-11-01,0,758
CR-V,Honda,1500,2020-12-01,0,666
CR-V,Honda,1500,2021-01-01,0,272
CR-V,Honda,1500,2021-02-01,0,348
CR-V,Honda,1500,2021-03-01,100,637
CR-V,Honda,1500,2021-04-01,100,694
CR-V,Honda,1500,2021-05-01,100,649
CR-V,Honda,1500,2021-06-01,100,337
CR-V,Honda,1500,2021-07-01,100,640
CR-V,Honda,1500,2021-08-01,100,711
CR-V,Honda,1500,2021-09-01,100,476
CR-V,Honda,1500,2021-10-01,100,1878
CR-V,Honda,1500,2021-11-01,100,831
CR-V,Honda,1500,2021-12-01,100,1199
CR-V,Honda,1500,2022-01-01,0,656
CR-V,Honda,1500,2022-02-01,0,765
